Token,Item Name,Customer-facing Name,Variation Name,Unit and Precision,SKU,Description,Categories,Reporting Category,SEO Title,SEO Description,Permalink,GTIN,Square Online Item Visibility,Item Type,Weight (lb),Social Media Link Title,Social Media Link Description,Shipping Enabled,Self-serve Ordering Enabled,Delivery Enabled,Pickup Enabled,Price,Online Sale Price,Archived,Sellable,Contains Alcohol,Stockable,Skip Detail Screen in POS,Option Name 1,Option Value 1,Current Quantity Seven Bends,New Quantity Seven Bends,Stock Alert Enabled Seven Bends,Stock Alert Count Seven Bends,Tax - Sales Tax (6%)
YLHDF36MQPKTINXKEX4SYM42,Matteuccia struthiopteris (Ostrich Fern),,Gallon,,Matstr9,,Fern,Fern,,,,,visible,Physical good,,,,,,,,19.00,,N,,,,,,,0,,,,Y
4RLPNBTPYETBGGTCAG445STJ,Meadow Installation Labor,,hidden,,MeaIns27,"Size:
Light:
Moisture:

-",Services,Services,,,,,hidden,Other,,,,N,,N,N,100.00,,N,,,,Y,,,100,,,,N
CDXVSWRCMRST5DMO67JSMKPQ,Melanthium virginicum (Bunchflower),,"4.5"" Pot",,Melvir3,"Blooms large clusters of fragrant flowers in summer. Flowers bloom white to cream in color but over time they turn green, then maroon, and finally black.  Wonderful fall interest for a garden or prairie! 

Size: Height: 2' - 5' ; Width: 1' -2'
Light: Sun (Part-Full)
Moisture: Medium, Moist, 

-

Lee Casebere. USDA NRCS. 1995. Northeast wetland flora: Field office guide to plant species. Northeast National Technical Center, Chester. Courtesy of USDA NRCS Wetland Science Institute., Public domain, via Wikimedia Commons,   Uleli, CC BY-SA 3.0 , via Wikimedia Commons",Flower,Flower,,,,,hidden,Physical good,,,,N,N,N,Y,12.00,,N,,N,,,,,0,,,,Y
4CSC74K7PU5NCYN2AUPL5FJM,Melanthium virginicum (Bunchflower),,Gallon,,Melvir9,,Flower,Flower,,,,,hidden,Physical good,,,,,,,,17.00,,N,,,,,,,0,,,,Y
PZCOMPL6FOLC5KSHR7FSLKBL,Melanthium virginicum (Bunchflower),,True Gallon,,Melvir12,,Flower,Flower,,,,,hidden,Physical good,,,,,,,,19.00,,N,,,,,,,0,,,,Y
J4MC6GW4ICLEYA7JFUB5W2QG,Mertensia virginica (Virginia Bluebell),,"4.5"" Pot",,Mervir3,"Early spring flower that is a treasure of Virginia! Short blooming, but grows into colonies that blanked the forest floor

Size: Height: 1' - 2' ; Width: 1' -1.5'
Light: Shade (Full)
Moisture: Medium, Moist, 

-

Jarek Tuszy?ski, CC BY-SA 4.0 , via Wikimedia Commons;,  Cbaile19, CC0, via Wikimedia Commons
Khan ""Sadh"" N. Mostafa, CC BY 2.0 , via Wikimedia Commons; Cbaile19, CC0, via Wikimedia Commons",Flower,Flower,,,,,hidden,Physical good,,,,N,N,N,Y,13.00,,N,,N,,N,,,0,,,,Y
U7D5ZSMBCOZIHAV5FCR7NFY2,Mertensia virginica (Virginia Bluebell),,Gallon,,Mervir9,,Flower,Flower,,,,,hidden,Physical good,,,,,,,,19.00,,N,,,,N,,,0,,,,Y
3UKNEPNTIC4FIDARUC6AWXJ6,Mertensia virginica (Virginia Bluebell),,True Gallon,,Mervir12,,Flower,Flower,,,,,hidden,Physical good,,,,,,,,21.00,,N,,,,N,,,0,,,,Y
ZEQXFMWUWKIA7XK5KVOUP3BL,Mileage Fee,,hidden,,MilFee27,"Size:
Light:
Moisture:

-",Services,Services,,,,,hidden,Other,,,,N,,N,N,0.73,,N,,,,Y,,,100,,,,N
LHE4SSTYWJJ3DWINBPSU2KPU,Mimulus ringens (Monkey Flower),,"4.5"" Pot",,Mimrin3,"This plant does well in wet soils and swampy areas. 1"" purple flowers appear in pairs resemble the face of a smiling monkey and bloomin summer. Deer tolerant.

Size: Height: 1' - 3' ; Width: 1' -1'
Light: Sun (Part-Full)
Moisture: Moist, Standing Water,

-

Ksd5, CC0, via Wikimedia Commons",Flower,Flower,,,,,visible,Physical good,,,,N,N,N,Y,12.00,,N,,,,N,,,70,,,,Y
UX2EOZGRR4JJQN4A4YNYE6RK,Mimulus ringens (Monkey Flower),,Gallon,,Mimrin9,,Flower,Flower,,,,,visible,Physical good,,,,,,,,17.00,,N,,,,N,,,0,,,,Y
BMNVW6RDGYQGKOWMVB26573H,Mimulus ringens (Monkey Flower),,True Gallon,,Mimrin12,,Flower,Flower,,,,,visible,Physical good,,,,,,,,19.00,,N,,,,N,,,0,,,,Y
IQFAJIQFOI5KSMLVLFUDXBBH,Mitchella repens (Partridge Berry),,"4.5"" Pot",,Mitrep3,"This native ground cover will naturalize an area through root notes. Small white flowers lead to bright red berries that ripen in summer and can persist through winter. Tolerates dry soil and heavy shade.

Size: Height: 0.1' - 0.25' ; Width: 1' -1'
Light: Shade (Full)
Moisture: Medium, 

-

Krzysztof Ziarnek, Kenraiz, CC BY-SA 4.0 , via Wikimedia Commons; Jomegat, CC BY-SA 3.0 , via Wikimedia Commons; jillllybean, CC BY-SA 2.0 , via Wikimedia Commons",Flower,Flower,,,,,hidden,Physical good,,,,N,N,N,Y,13.00,,N,,,,,,,0,,,,Y
XULAMHLF44FMKUS4OLTQ6PUG,Mitchella repens (Partridge Berry),,Gallon,,Mitrep9,,Flower,Flower,,,,,hidden,Physical good,,,,,,,,19.00,,N,,,,,,,0,,,,Y
RM5W2C67FFVLY4E5OCX36HCV,Mitchella repens (Partridge Berry),,True Gallon,,Mitrep12,,Flower,Flower,,,,,hidden,Physical good,,,,,,,,21.00,,N,,,,,,,0,,,,Y
SAGOUICO6E3OVK6VLDBPSNOH,Monarda didyma (Scarlet Beebalm),,"4.5"" Pot",,Mondid3,"Fragrant leaves are still used to make teas and salads. Tubular, two-lipped bright red flowers grow in clusters atop long stems and bloom in mid to late summer. Attracts bees, hummingbirds, butterflies. Deer and clay tolerant.

Size: Height: 2' - 4' ; Width: 2' -3'
Light: Sun (Full)
Moisture: Medium, 

-

H. Zell [CC BY-SA (https://creativecommons.org/licenses/by-sa/3.0)], Alex Abair, CC BY 4.0 , via Wikimedia Commons",Flower,Flower,,,,,visible,Physical good,,,,N,N,N,Y,12.00,,N,,,,N,,,108,,,,Y
XEOPRUSLSVC6YRDQQHLFWWLW,Monarda didyma (Scarlet Beebalm),,Gallon,,Mondid9,,Flower,Flower,,,,,visible,Physical good,,,,,,,,17.00,,N,,,,N,,,53,,,,Y
TDFOBNNQVL67CEXDIFNZ3WPY,Monarda didyma (Scarlet Beebalm),,True Gallon,,Mondid12,,Flower,Flower,,,,,visible,Physical good,,,,,,,,19.00,,N,,,,N,,,0,,,,Y
4OKKS752HKV53OX7QXYD6HLV,Monarda fistulosa (Wild Bergamot),,"4.5"" Pot",,Monfis3,"This mint-family plant has light-purple flowers that blossom in late summer, which attract bees, hummingbirds, and butterflies. Tolerates some drought and clay soils. Deer Resistant.

Size: Height: 2' - 4' ; Width: 2' -3'
Light: Sun (Full)
Moisture: Dry, Medium, 

-

By Hardyplants - Own work, CC BY-SA 4.0, https://commons.wikimedia.org/w/index.php?curid=95018400
By gailhampshire from Cradley, Malvern, U.K - Monarda fistulosa ?, CC BY 2.0, https://commons.wikimedia.org/w/index.php?curid=49985316 ,  Krzysztof Ziarnek, Kenraiz, CC BY-SA 4.0 , via Wikimedia Commons",Flower,Flower,,,,,visible,Physical good,,,,N,N,N,Y,12.00,,N,,,,N,,,41,,,,Y
KKGF2IAECZOWCMTP2RIOGUBS,Monarda fistulosa (Wild Bergamot),,Gallon,,Monfis9,,Flower,Flower,,,,,visible,Physical good,,,,,,,,17.00,,N,,,,N,,,281,,,,Y
DBG2JCSODOUK7TG4GB6KFSYV,Monarda fistulosa (Wild Bergamot),,True Gallon,,Monfis12,,Flower,Flower,,,,,visible,Physical good,,,,,,,,19.00,,N,,,,N,,,0,,,,Y
KNWIIXSO32GKYN3DJE2XXZI4,Monarda punctata (Spotted Beebalm),,"4.5"" Pot",,Monpun3,"Yellow flowers spotted with purple in mid summer. The aromatic, oblong leaves may be used in teas. Long summer bloom period. Attracts butterflies. Drought Tolerant. 

Size: Height: 1' - 2' ; Width: 1' -1'
Light: Sun (Part-Full)
Moisture: Medium, 

-

Amber M. King, CC BY 4.0 , via Wikimedia Commons",Flower,Flower,,,,,visible,Physical good,,,,N,N,N,Y,12.00,,N,,,,,,,189,,,,Y
5FMZR3CQLJHKVHMPEDNZPOVE,Monarda punctata (Spotted Beebalm),,Gallon,,Monpun9,,Flower,Flower,,,,,visible,Physical good,,,,,,,,17.00,,N,,,,,,,11,,,,Y
OCACLKS2KCFY3FVT7BZAKXIL,Monarda punctata (Spotted Beebalm),,True Gallon,,Monpun12,,Flower,Flower,,,,,visible,Physical good,,,,,,,,19.00,,N,,,,,,,0,,,,Y
RVIGR3SLDBJWPZC7CHYJ6AL6,Morella pensylvanica (Northern Bayberry),,Gallon,,Morpen9,"Hard, white berries remain on the female plant all winter and feed birds. Tolerates a wide variety of wet to dry soils, including some salt spray. Male and Female plants are needed to make berries.

Size: Height: 3' - 12' ; Width: 3' -12'
Light: Sun (Part-Full)
Moisture: Dry, Medium,

-For sizes valued at $50 or above, a $25 discount can be applied courtesy of the Throwing Shade Virginia program. If you purchase online, this discount will be applied as a refund when you pick up your plants. (see https://rb.gy/lukcmf for details)

Krzysztof Ziarnek, Kenraiz, CC BY-SA 4.0 , via Wikimedia Commons",Shrub,Shrub,,,,,visible,Physical good,,,,N,N,N,Y,22.00,,N,,,,N,,,0,,,,Y
TK3Q3TRGUOOPRHBVCWKQIMKT,Morella pensylvanica (Northern Bayberry),,True Gallon,,Morpen12,,Shrub,Shrub,,,,,visible,Physical good,,,,,,,,25.00,,N,,,,N,,,24,,,,Y
X5CGSALGND7OW6UIGFMPJWPU,Morella pensylvanica (Northern Bayberry),,2 Gallon,,Morpen15,,Shrub,Shrub,,,,,visible,Physical good,,,,,,,,37.00,,N,,,,N,,,64,,,,Y
UALXLMCUCMPRUNGI2TXZQONN,Morella pensylvanica (Northern Bayberry),,3 Gallon,,Morpen18,,Shrub,Shrub,,,,,visible,Physical good,,,,,,,,50.00,,N,,,,N,,,0,,,,Y
DTWW4I63OQZBNCXSJVKN2UOB,Morella pensylvanica (Northern Bayberry),,5 Gallon,,Morpen21,,Shrub,Shrub,,,,,visible,Physical good,,,,,,,,60.00,,N,,,,N,,,0,,,,Y
CCN3VOMNEOPW37AE27TD42VO,Morus rubra (Red Mulberry),,Gallon,,Morrub9,"Lobed leaves, milky sap, and reddish-brown bark with edible fruits. Greenish flowers appear in early spring. Fertilized female flowers bear edible reddish fruits.

Size: Height: 35' - 50' ; Width: 35' -40'
Light: Sun (Part-Full)
Moisture: Dry, Moist,

-For sizes valued at $50 or above, a $25 discount can be applied courtesy of the Throwing Shade Virginia program. If you purchase online, this discount will be applied as a refund when you pick up your plants. (see https://rb.gy/lukcmf for details)

By LeonAdler - Own work, CC BY-SA 3.0, https://commons.wikimedia.org/w/index.php?curid=8142081",Tree,Tree,,,,,hidden,Physical good,,,,N,N,N,Y,22.00,,N,,,,,,,0,,,,Y
LLEKGWHIVNE6ZLCIMJDKBQPV,Morus rubra (Red Mulberry),,True Gallon,,Morrub12,,Tree,Tree,,,,,hidden,Physical good,,,,,,,,25.00,,N,,,,,,,0,,,,Y
IAJIHMREU54OAM6CNT762L6O,Morus rubra (Red Mulberry),,2 Gallon,,Morrub15,,Tree,Tree,,,,,hidden,Physical good,,,,,,,,50.00,,N,,,,,,,0,,,,Y
V7U5MGCR7IJW6EHFJOSL6EHC,Morus rubra (Red Mulberry),,3 Gallon,,Morrub18,,Tree,Tree,,,,,hidden,Physical good,,,,,,,,60.00,,N,,,,,,,0,,,,Y
ATNWSCW7RX4D2ZMWZEDUGLGM,Morus rubra (Red Mulberry),,5 Gallon,,Morrub21,,Tree,Tree,,,,,hidden,Physical good,,,,,,,,70.00,,N,,,,,,,0,,,,Y
37GMKWDV67TJP62R7GYQLQZN,Muhlenbergia capillaris (Pink Muhlygrass),,"3.5"" Pot",,Muhcap2,"Best in full sun, this clump-grass is known for its beautiful, pink foliage that blooms in foot-long spires in fall. Drought tolerant.

Size: Height: 2' - 4' ; Width: 2' -3'
Light: Sun (Part-Full)
Moisture: Dry, Medium, 

-

Heather Paul: https://www.flickr.com/photos/warriorwoman531/8154947318, Photo by David J. Stang, CC BY-SA 4.0 , via Wikimedia Commons
John Winder: https://www.flickr.com/photos/83833206@N00/8247811269",Grass,Grass,,,,,hidden,Physical good,,,,N,N,N,Y,9.00,,N,,,,N,,,44,,,,Y
GQMVFUDGLWYWP2HJPYQUWFQR,Muhlenbergia capillaris (Pink Muhlygrass),,"4.5"" Pot",,Muhcap3,,Grass,Grass,,,,,hidden,Physical good,,,,,,,,10.00,,N,,,,N,,,0,,,,Y
Y3IW45BJCWJC5JY4232UYOY6,Muhlenbergia capillaris (Pink Muhlygrass),,Gallon,,Muhcap9,,Grass,Grass,,,,,hidden,Physical good,,,,,,,,15.00,,N,,,,N,,,7,,,,Y
CPOB2SKOMXSMJ7AMQ4T6SEWB,Myrica cerifera (Southern Bayberry),,Gallon,,Myrcer9,"Dioecious broadleaf evergreen shrub or tree. Requires both male and female plants for good berry production. Can sucker to form sizable colonies. Great planting for a privacy hedge. Produces small yellow flowers that give way to bluish-grey waxy berries.

Size: Height: 20' - 25' ; Width: 8' -10'
Light: Sun (Part-Full)
Moisture: Medium, 

-For sizes valued at $50 or above, a $25 discount can be applied courtesy of the Throwing Shade Virginia program. If you purchase online, this discount will be applied as a refund when you pick up your plants. (see https://rb.gy/lukcmf for details)

Forest & Kim Starr, CC BY 3.0 US , via Wikimedia Commons,  Forest & Kim Starr, CC BY 3.0 US , via Wikimedia Commons,   User:BotBln, CC BY-SA 3.0 , via Wikimedia Commons",Shrub,Shrub,,,,,visible,Physical good,,,,N,N,N,Y,22.00,,N,,N,,,,,0,,,,Y
Y63EHMSKWGAHOTAQU4ZVEYP7,Myrica cerifera (Southern Bayberry),,True Gallon,,Myrcer12,,Shrub,Shrub,,,,,visible,Physical good,,,,,,,,25.00,,N,,,,,,,0,,,,Y
V6EZKU2K3U5LPVFWWYPHNI6L,Myrica cerifera (Southern Bayberry),,2 Gallon,,Myrcer15,,Shrub,Shrub,,,,,visible,Physical good,,,,,,,,37.00,,N,,,,,,,1,,,,Y
EVT2YWDTRTB5BGWC4YJFKIT2,Myrica cerifera (Southern Bayberry),,3 Gallon,,Myrcer18,,Shrub,Shrub,,,,,visible,Physical good,,,,,,,,50.00,,N,,,,,,,0,,,,Y
T34ROQSJUCFROLDWBTB7T5DS,Myrica cerifera (Southern Bayberry),,5 Gallon,,Myrcer21,,Shrub,Shrub,,,,,visible,Physical good,,,,,,,,60.00,,N,,,,,,,0,,,,Y
UXKYO2JOJO2KLOSBXDAWFLGW,Nyssa sylvatica (Black Gum),,Gallon,,Nyssyl9,"Deciduous tree with a straight trunk and rounded crown. Flowers on the female tree give way to half-inch sour fruits. Tolerates both standing water and poorly drained soils and clay. Can also tolerate drought.

Size: Height: 30' - 50' ; Width: 20' -30'
Light: Sun (Part-Full)
Moisture: Medium,

-For sizes valued at $50 or above, a $25 discount can be applied courtesy of the Throwing Shade Virginia program. If you purchase online, this discount will be applied as a refund when you pick up your plants. (see https://rb.gy/lukcmf for details)

By Gerd Eichmann - Own work, CC BY-SA 4.0, https://commons.wikimedia.org/w/index.php?curid=91297476
Tom Potterfield: https://www.flickr.com/photos/tgpotterfield/6943079610",Tree,Tree,,,,,visible,Physical good,,,,N,N,N,Y,22.00,,N,,,,N,,,0,,,,Y
QEJY6D2H3RWGTWF37VE6RRCW,Nyssa sylvatica (Black Gum),,True Gallon,,Nyssyl12,,Tree,Tree,,,,,visible,Physical good,,,,,,,,25.00,,N,,,,N,,,2,,,,Y
PIHQC37CCWEZSPSTYGL67COZ,Nyssa sylvatica (Black Gum),,2 Gallon,,Nyssyl15,,Tree,Tree,,,,,visible,Physical good,,,,,,,,50.00,,N,,,,N,,,2,,,,Y
7PU4CD5YHMTI7DTD7UTGA55Q,Nyssa sylvatica (Black Gum),,3 Gallon,,Nyssyl18,,Tree,Tree,,,,,visible,Physical good,,,,,,,,60.00,,N,,,,N,,,0,,,,Y
DN3B3PPSINYADNTI2CRHTLOZ,Nyssa sylvatica (Black Gum),,5 Gallon,,Nyssyl21,,Tree,Tree,,,,,visible,Physical good,,,,,,,,70.00,,N,,,,N,,,10,,,,Y
HNK6WYTJL23224XNCDCOAXZU,Oenothera biennis (Evening Primrose),,"4.5"" Pot",,Oenbie3,"Bright yellow flowers open at dusk and close again in the morning when hit by sun.  Highly drought tolerant. Fruits are capsules.  Die after fruiting but seeds sprout the following year.   

Size: Height: 3' - 5' ; Width: 2' -3'
Light: Sun (Part-Full)
Moisture: Dry, Medium, 

-

Christian Ferrer, CC BY-SA 4.0 , via Wikimedia Commons,  Cbaile19, CC0, via Wikimedia Commons, Pmau, CC BY-SA 4.0 , via Wikimedia Commons",Flower,Flower,,,,,hidden,Physical good,,,,N,N,N,Y,6.00,,N,,,,,,,0,,,,Y
XWKT3F6UJHIPESYZNPBFSHFD,Oenothera biennis (Evening Primrose),,Gallon,,Oenbie9,,Flower,Flower,,,,,hidden,Physical good,,,,,,,,13.00,,N,,,,,,,0,,,,Y
V7NSI56G33XPRLNNFEAFBDKI,Oenothera biennis (Evening Primrose),,True Gallon,,Oenbie12,,Flower,Flower,,,,,hidden,Physical good,,,,,,,,15.00,,N,,,,,,,0,,,,Y
QACTIXTISSOI2QRSMHM3E433,Oligoneuron rigidum (Stiff leaved Goldenrod),,"4.5"" Pot",,Olirig3,"Blooms tiny, bright yellow flowers on dense flat-topped terminal clusters from late summer to early fall.  Individual flowers are larger than those of other native goldenrods.  Hairy broad-leaved stems. 

Size: Height: 3' - 5' ; Width: 1.5' -2.5'
Light: Sun (Full)
Moisture: Dry, Medium, 

-

Daniel McClosky, CC BY-SA 4.0 , via Wikimedia Commons,  Cephas, CC BY-SA 4.0 , via Wikimedia Commons",Flower,Flower,,,,,visible,Physical good,,,,N,N,N,Y,12.00,,N,,,,,,,65,,,,Y
R6F3ZXXEZR6RPD4WNCYZ77KA,Oligoneuron rigidum (Stiff leaved Goldenrod),,Gallon,,Olirig9,,Flower,Flower,,,,,visible,Physical good,,,,,,,,17.00,,N,,,,,,,140,,,,Y
NOQFXJKGRGZ6S23AZQBGLY5V,Oligoneuron rigidum (Stiff leaved Goldenrod),,True Gallon,,Olirig12,,Flower,Flower,,,,,visible,Physical good,,,,,,,,19.00,,N,,,,,,,0,,,,Y
YFN47HISB4MKHB5BTSAGPASK,Onoclea sensibilis (Sensitive Fern),,"4.5"" Pot",,Onosen3,"Light green fronds with deep cut lobes are sensitive to first frost in fall. Decorative beaded stalks remain upright in winter. Pale red fiddleheads appear in spring. Rabbit and deer resistant.

Size: Height: 1' - 2' ; Width: 1' -1'
Light: Shade (Full)
Moisture: Medium, Moist,

-

By peganum - https://www.flickr.com/photos/peganum/7163941421/, CC BY-SA 2.0, https://commons.wikimedia.org/w/index.php?curid=27186100
By Krzysztof Ziarnek, Kenraiz - Own work, CC BY-SA 4.0, https://commons.wikimedia.org/w/index.php?curid=78586960
By Krzysztof Ziarnek, Kenraiz - Own work, CC BY-SA 4.0, https://commons.wikimedia.org/w/index.php?curid=78586959",Fern,Fern,,,,,visible,Physical good,,,,N,N,N,Y,13.00,,N,,,,,,,0,,,,Y
FK5CFWR6S2QRJZ5KB5WO532R,Onoclea sensibilis (Sensitive Fern),,Gallon,,Onosen9,,Fern,Fern,,,,,visible,Physical good,,,,,,,,19.00,,N,,,,,,,17,,,,Y
6O374ZMLEF74KAMJJLM5RA4S,Opuntia humifusa (Virginian Prickly Pear),,"4.5"" Pot",,Opuhum3,"This plant is the only cactus of the easter US! Bright, stunning, yellow flowers bloom in early summer on this cactus, giving way to edible fruits. Grows in clumps up to 3' across.

Size: Height: 0.5' - 2' ; Width: 3' -3'
Light: Sun (Full)
Moisture: Dry, Medium, 

-

msscacti, CC BY 2.0 , via Wikimedia Commons; 
© Hans Hillewaert; 
Agnieszka Kwiecie?, Nova, CC BY-SA 4.0 , via Wikimedia Commons, Ted Bodner, Southern Weed Science Society, United States, CC BY 3.0 US , via Wikimedia Commons",Flower,Flower,,,,,visible,Physical good,,,,N,N,N,Y,13.00,,N,,,,N,,,109,,,,Y
HQ7TRWZTHIGYMJVJ2MC3J265,Opuntia humifusa (Virginian Prickly Pear),,Gallon,,Opuhum9,,Flower,Flower,,,,,visible,Physical good,,,,,,,,19.00,,N,,,,N,,,4,,,,Y
PDCOSS6N7HGHFXOFABNHAB53,Opuntia humifusa (Virginian Prickly Pear),,True Gallon,,Opuhum12,,Flower,Flower,,,,,visible,Physical good,,,,,,,,21.00,,N,,,,N,,,0,,,,Y
QKAGBD2E47UAERBH73DUKBIS,Osmorhiza claytonii (Sweet Cicely),,"4.5"" Pot",,Osmcly3,"Perennial wildflower with hairy dark green fernlike leaves and small white flowers.  Attracts butterflies.  Great planting for a woodland garden.

Size: Height: 1' -  2' ; Width: 1' - 2'
Light: Shade (Full)
Moisture: Medium,

-

Jennifer Anderson. United States, IA, Scott Co., Davenport. 2001., Public domain, via Wikimedia Commons,  Cbaile19, CC0, via Wikimedia Commons",Flower,Flower,,,,,hidden,Physical good,,,,N,N,N,Y,9.00,,N,,N,,N,,,0,,,,Y
5KA5B3KHYLHA43AHH56CIRH7,Osmorhiza claytonii (Sweet Cicely),,Gallon,,Osmcly9,,Flower,Flower,,,,,hidden,Physical good,,,,,,,,15.00,,N,,,,N,,,0,,,,Y
IKUIQSUNPVHC4XFK5RRQ3LCQ,Osmorhiza claytonii (Sweet Cicely),,True Gallon,,Osmcly12,,Flower,Flower,,,,,hidden,Physical good,,,,,,,,17.00,,N,,,,N,,,0,,,,Y
4HO4H7UIN56KG2WMKQV6H6QC,Osmunda cinnamomea (Cinnamon Fern),,"4.5"" Pot",,Osmcin3,"Cinnamon colored fibers near the frond bases give this fern its name. With constant moisture, this shade-loving plant can reach larger sizes.

Size: Height: 2' - 3' ; Width: 2' -3'
Light: Shade (Part-Full)
Moisture: Medium, Moist, 

-

Photo by David J. Stang [CC BY-SA (https://creativecommons.org/licenses/by-sa/4.0)], Keisotyo, CC BY-SA 4.0 , via Wikimedia Commons",Fern,Fern,,,,,visible,Physical good,,,,N,N,N,Y,13.00,,N,,,,,,,0,,,,Y
KQNR2QUTWUCKVLHMNB6QV3BX,Osmunda cinnamomea (Cinnamon Fern),,Gallon,,Osmcin9,,Fern,Fern,,,,,visible,Physical good,,,,,,,,19.00,,N,,,,,,,2,,,,Y
CBDMACBKARWBSMJQMSSYUEFQ,Osmunda claytoniana (Interrupted Fern),,"4.5"" Pot",,Osmcla3,"Large vase shaped blueish green fern turns golden yellow in the fall. Silvery-white fiddleheads emerge in spring.

Size: Height: 0.5' - 3' ; Width: 3' -3'
Light: Shade (Full)
Moisture: Medium, Moist, 

-

James St. John, CC BY 2.0 , via Wikimedia Commons",Fern,Fern,,,,,hidden,Physical good,,,,N,N,N,Y,13.00,,N,,N,,,,,0,,,,Y
BDZQUYOI6ZW3XBPOQLRC6JCU,Osmunda claytoniana (Interrupted Fern),,Gallon,,Osmcla9,,Fern,Fern,,,,,hidden,Physical good,,,,,,,,17.00,,N,,,,,,,0,,,,Y
A4Q6NHOHKC7QRF4OIYXJ736E,Osmunda spectabilis (Royal Fern),,"4.5"" Pot",,Osmspe3,"Tall fern that typically occurs in clumps. Broad fronds with well seperated pinnae. Turns yellow in fall. Naturally occurs on moist bluffs and on ledges along streams.

Size: Height: 2' - 5' ; Width: 2' -3'
Light: Shade (Full)
Moisture: Medium, Moist, 

-

Mason Brock (Masebrock), Public domain, via Wikimedia Commons;,  Photo by David J. Stang, CC BY-SA 4.0 , via Wikimedia Commons
R. A. Nonenmacher, CC BY-SA 4.0 , via Wikimedia Commons",Fern,Fern,,,,,visible,Physical good,,,,N,N,N,Y,13.00,,N,,,,N,,,0,,,,Y
VIEPT562PHMPQ7BGDMWZ2UY6,Osmunda spectabilis (Royal Fern),,Gallon,,Osmspe9,,Fern,Fern,,,,,visible,Physical good,,,,,,,,19.00,,N,,,,N,,,30,,,,Y
THIL3BFA3EYMT7RHS2DJWYYV,Ostrya virginiana (Hop Hornbeam),,Gallon,,Ostvir9,"This tree does well in shade and rocky soils. Male and female catkins grow on the same tree, with the female parts turning into small, hop-like fruits in the fall. Also called ironwood. Tolerates Deer and clay.

Size: Height: 25' - 40' ; Width: 20' -30'
Light: Sun (Part-Full)
Moisture: Medium,

-For sizes valued at $50 or above, a $25 discount can be applied courtesy of the Throwing Shade Virginia program. If you purchase online, this discount will be applied as a refund when you pick up your plants. (see https://rb.gy/lukcmf for details)

By Eric Hunt - Own work, CC BY-SA 3.0, https://commons.wikimedia.org/w/index.php?curid=21999486
By Plant Image Library from Boston, USA - Ostrya virginiana var. virginiana (Eastern Hop Hornbeam) 1226*A, CC BY-SA 2.0, https://commons.wikimedia.org/w/index.php?curid=84938668
By User:BotBln - Own work: User:BotBln, CC BY-SA 3.0, https://commons.wikimedia.org/w/index.php?curid=16889220
Katja Schulz https://www.flickr.com/photos/treegrow/5594457306",Tree,Tree,,,,,visible,Physical good,,,,N,N,N,Y,25.00,,N,,,,N,,,0,,,,Y
MPDKATDQVHLHUGH3NFBN362A,Ostrya virginiana (Hop Hornbeam),,True Gallon,,Ostvir12,,Tree,Tree,,,,,visible,Physical good,,,,,,,,30.00,,N,,,,N,,,7,,,,Y
KCAZKB6IMKWX4TDXYC6XJ6J7,Ostrya virginiana (Hop Hornbeam),,2 Gallon,,Ostvir15,,Tree,Tree,,,,,visible,Physical good,,,,,,,,55.00,,N,,,,N,,,0,,,,Y
3S7HPVO4JTUOGIYBWXYNHDGC,Ostrya virginiana (Hop Hornbeam),,3 Gallon,,Ostvir18,,Tree,Tree,,,,,visible,Physical good,,,,,,,,70.00,,N,,,,N,,,0,,,,Y
VBRJPJMDO7UMKN4DXURGMKNZ,Ostrya virginiana (Hop Hornbeam),,5 Gallon,,Ostvir21,,Tree,Tree,,,,,visible,Physical good,,,,,,,,85.00,,N,,,,N,,,1,,,,Y
3AGB3JWQIPAISMKUTWK2Z75L,Oxydendrum arboreum (Sourwood),,Gallon,,Oxyarb9,"Deciduous, small to medium tree in the blueberry family (Ericaceae).   Prefers peaty, moist, well-drained soils.  Tolerant of shade and dry soils and moderately tolerant of salt. Fragrant, white, urn-shaped flowers bloom on panicles in summer. Fall foliage is red to reddish-purple. 

Size: Height: 20' - 30' ; Width: 10' -15'
Light: Sun (Part-Full)
Moisture: Medium, Moist, 

-For sizes valued at $50 or above, a $25 discount can be applied courtesy of the Throwing Shade Virginia program. If you purchase online, this discount will be applied as a refund when you pick up your plants. (see https://rb.gy/lukcmf for details)

Agnieszka Kwiecie?, Nova, CC BY-SA 4.0 , via Wikimedia Commons,  wlcutler, CC BY-SA 2.0 , via Wikimedia Commons,   DouglasGoldman, CC BY-SA 4.0 , via Wikimedia Commons                                       Photo by David J. Stang, CC BY-SA 4.0 , via Wikimedia Commons",Tree,Tree,,,,,visible,Physical good,,,,N,N,N,Y,22.00,,N,,N,,N,,,0,,,,Y
TBAFXJ3NH4I2HHSDLYWBJPMY,Oxydendrum arboreum (Sourwood),,True Gallon,,Oxyarb12,,Tree,Tree,,,,,visible,Physical good,,,,,,,,25.00,,N,,,,N,,,14,,,,Y
KQS7NCOMPO66X4KQNYGSG6DS,Oxydendrum arboreum (Sourwood),,2 Gallon,,Oxyarb15,,Tree,Tree,,,,,visible,Physical good,,,,,,,,50.00,,N,,,,N,,,0,,,,Y
