Square.Category,Category,Scientific Name,Common Name,Item.Type,Species ID,Item.Name,Light,Moisture,SoilType,Height_low,Height_high,Width_low,Width_high,Size_Concat,Bloom_time,Bloom_color,Sex,Deer_Resistant,Drainfield_OK,NativeRange,Local_Ecotype,GermCode,DescriptionBase,Photo Credits,Shade Program
Flower,Flower,Eupatorium purpureum,Sweet Joe Pye Weed,Physical good,Euppur,Eupatorium purpureum (Sweet Joe Pye Weed),Sun (Part-Full),"Medium, Moist, ",Clay,5,7,2,4,Height: 5' - 7' ; Width: 2' -4',Summer,Pink,,,,VA most or all,can find,"C(30),G","Large plants with purple blossoms can be showy additions to a garden. Attracts butterflies, birds, and pollinators. Deer resistant. ","Tatters ❀ from Brisbane, Australia, CC BY-SA 2.0 <https://creativecommons.org/licenses/by-sa/2.0>, via Wikimedia Commons",
Flower,Flower,Eupatorium serotinum,Late Boneset,Physical good,Eupser,Eupatorium serotinum (Late Boneset),Sun (Full),"Medium, ",Clay,3,6,3,4,Height: 3' - 6' ; Width: 3' -4',"Summer, Fall",White,,,,,,C(60),Clusters of small white flowers attract pollinators in late summer and fall that attract a variety of pollinators. Can form colonies through rhizomes.,"Fritzflohrreynolds, CC BY-SA 3.0 <https://creativecommons.org/licenses/by-sa/3.0>, via Wikimedia Commons, Melissa McMasters from Memphis, TN, United States, CC BY 2.0 <https://creativecommons.org/licenses/by/2.0>, via Wikimedia Commons",
Flower,Flower,Eurybia macrophylla,Big Leaved Aster,Physical good,Eurmac,Eurybia macrophylla (Big Leaved Aster),Shade (Part-Full),"Medium, ",Sandy,2,4,2,4,Height: 2' - 4' ; Width: 2' -4',"Summer, Fall",White,,,,,,C(60),"Large, 4-8 leaves give this plant its name, and is often used for its foliage rather than its flowering, especially if grown in shade. Pale blue flowers with yellow centers bloom in late summer, especially in partial shade.","By wackybadger - https://www.flickr.com/photos/wackybadger/6170898173/, CC BY-SA 2.0, https://commons.wikimedia.org/w/index.php?curid=17350819, Krzysztof Ziarnek, Kenraiz, CC BY-SA 4.0 <https://creativecommons.org/licenses/by-sa/4.0>, via Wikimedia Commons
By User:BotBln - Own work: User:BotBln, CC BY-SA 3.0, https://commons.wikimedia.org/w/index.php?curid=16453405",
Flower,Flower,Eurybia spectabilis,Showy Aster,Physical good,Eurspe,Eurybia spectabilis (Showy Aster),Sun (Part-Full),"Dry, Medium, ",Sandy,1,2,2,2,Height: 1' - 2' ; Width: 2' -2',"Summer, Fall",Purple,,,,,,,"Flowers, up to 2"" wide, bloom for a long time in late summer and fall. Attracts butterflies and bees. Can form small colonies from underground rhizomes.",,
Flower,Flower,Euthamia graminifolia,Grass leaved Goldenrod,Physical good,Eutgra,Euthamia graminifolia (Grass leaved Goldenrod),Sun (Part-Full),"Medium, ",Sandy,2,4,1.5,2.5,Height: 2' - 4' ; Width: 1.5' -2.5',Summer,Yellow,,,,,,"C(60),D",A goldenrod with grass-like leaves and soft yellow flowers.  Flowers have a long bloom season from late summer to early winter and are favored by our native bees. Spreads by rhizomes to form attractive clumps.,"Cephas, CC BY-SA 4.0 <https://creativecommons.org/licenses/by-sa/4.0>, via Wikimedia Commons,  Joshua Mayer from Madison, WI, USA, CC BY-SA 2.0 <https://creativecommons.org/licenses/by-sa/2.0>, via Wikimedia Commons",
Flower,Flower,Eutrochium fistulosum,Hollow Joe Pye Weed,Physical good,Eutfis,Eutrochium fistulosum (Hollow Joe Pye Weed),Sun (Part-Full),"Medium, Moist, ","Clay, Rich loam, Sandy, Rocky",4,7,2,4,Height: 4' - 7' ; Width: 2' -4',Summer,Purple,,,,,,C(60),"Erect, clump-forming flower with a long bloom.  Large, fragrant,pink rounded clusters of flowers.  Great planting for attracting bees and butterflies! ","Cbaile19, CC0, via Wikimedia Commons,  Cbaile19, CC0, via Wikimedia Commons,  Ryan Hodnett, CC BY-SA 4.0 <https://creativecommons.org/licenses/by-sa/4.0>, via Wikimedia Commons,   Doug McGrady from Warwick, RI, USA, CC BY 2.0 <https://creativecommons.org/licenses/by/2.0>, via Wikimedia Commons",
Flower,Flower,Eutrochium maculatum,Joe Pye Weed,Physical good,Eutmac,Eutrochium maculatum (Joe Pye Weed),Sun (Part-Full),"Medium, Moist, ","Clay, Loam",4,7,3,4,Height: 4' - 7' ; Width: 3' - 4',Summer,Pink,,,,,,"C(30),D",Tall herbaceous perennial that bloom dusky pink flowers. Fragrant and showy.  Can form small colonies that can be divided in spring.  Drought and deer resistant. Attracts butterflies.,"Marc Ryckaert, CC BY 3.0 <https://creativecommons.org/licenses/by/3.0>, via Wikimedia Commons,  Krzysztof Ziarnek, Kenraiz, CC BY-SA 4.0 <https://creativecommons.org/licenses/by-sa/4.0>, via Wikimedia, Cephas, CC BY-SA 4.0 <https://creativecommons.org/licenses/by-sa/4.0>, via Wikimedia Commons Commons ",
Flower,Flower,Filipendula rubra,Queen of the prairie,Physical good,Filrub,Filipendula rubra (Queen of the prairie),Sun (Part-Full),"Medium, Moist, ",Clay,6,8,3,2,Height: 6' - 8' ; Width: 3' -2',Summer,Pink,,,,,,C(90),"Very tall, upright, clump-forming perennial, wide panicles of tiny, fragrant, pale pink flowers in early to mid summer. Bright green fragrant leaves.Valued for both its leaves and its flowers.","Uleli, CC BY 3.0 <https://creativecommons.org/licenses/by/3.0>, via Wikimedia Commons, Bernard Spragg. NZ from Christchurch, New Zealand, CC0, via Wikimedia Commons",
Flower,Flower,Fragaria virginiana,Wild Strawberry,Physical good,Fravir,Fragaria virginiana (Wild Strawberry),Sun (Part-Full),"Dry, Medium, ",Rich loam,0.5,1,1,2,Height: 0.5' - 1' ; Width: 1' -2',"Spring, Summer",White,,,,,,C(60),"Herbaceous, flowering, perennial.  Spread by runners making it a great option for ground cover. Produce large colonies over time. White flowers in spring make way for bright red edible fruits. Most productive in color temperatures of spring and fall.  ","Walter Siegmund, CC BY-SA 3.0 <https://creativecommons.org/licenses/by-sa/3.0>, via Wikimedia Commons,  Laval University, CC BY-SA 4.0 <https://creativecommons.org/licenses/by-sa/4.0>, via Wikimedia Commons,  James St. John, CC BY 2.0 <https://creativecommons.org/licenses/by/2.0>, via Wikimedia Commons",
Flower,Flower,Gentianella quinquefolia,Stiff Gentian,Physical good,Genqui,Gentianella quinquefolia (Stiff Gentian),Sun (Part-Full),"Medium, ","Clay, Rocky",0.5,2,0.5,1,Height: ' - 2' ; Width: ' -',"Summer, Fall",Purple,,,,,,"C(60),D",Biennial wildflower that in its second year produces purple funnel-shaped flowers.  Attracts native bees.,"Alex Abair, CC BY 4.0 <https://creativecommons.org/licenses/by/4.0>, via Wikimedia Commons,  Masebrock, Public domain, via Wikimedia Commons,  Joshua Mayer from Madison, WI, USA, CC BY-SA 2.0 <https://creativecommons.org/licenses/by-sa/2.0>, via Wikimedia Commons",
Flower,Flower,Geranium maculatum,Wild Geranium,Physical good,Germac,Geranium maculatum (Wild Geranium),Shade (Part-Full),"Medium, ",,1,2,1,2,Height: 1' - 2' ; Width: 1' -2',"Spring, Summer",Pink,,,,,,,"Bright saucer-shaped purple flowers bloom in spring. Can naturalize and spread in optimal growing conditions, so can be used as a ground cover.","Eric in SF, CC BY-SA 3.0 <https://creativecommons.org/licenses/by-sa/3.0>, via Wikimedia Commons
By H. Zell - Own work, CC BY-SA 3.0, https://commons.wikimedia.org/w/index.php?curid=10241148",
Flower,Flower,Goodyera pubescens,Downy Rattlesnake Plantain,Physical good,Goopub,Goodyera pubescens (Downy Rattlesnake Plantain),Shade (Part-Full),"Moist, ",,0.5,1.5,1,1,Height: 0.5' - 1.5' ; Width: 1' -1',Summer,White,,,,,,,Evergreen herbaceous perennial in the orchid family. Leaf markings resemble the skin of rattlesnakes.  Flower stalks are covered with down. Blooms racemes of white flowers.  May take several years before blooming. Pollinated by bees.,"Jason Hollinger, CC BY 2.0 <https://creativecommons.org/licenses/by/2.0>, via Wikimedia Commons,   NC Orchid from North Carolina, USA, CC BY 2.0 <https://creativecommons.org/licenses/by/2.0>, via Wikimedia Commons,   Joshua Mayer from Madison, WI, USA, CC BY-SA 2.0 <https://creativecommons.org/licenses/by-sa/2.0>, via Wikimedia Commons",
Flower,Flower,Helenium autumnale,Autumn Helenium,Physical good,Helaut,Helenium autumnale (Autumn Helenium),Sun (Full),"Moist, Standing Water,",Clay,3,5,2,3,Height: 3' - 5' ; Width: 2' -3',"Summer, Fall",Yellow,,,,,,"A,D","Upright perennial that loves watery landscape. 2"" yellow flowers with wedge-shaped petals bloom in late summer. Deer Resistant. Tolerates Clay.",,
Flower,Flower,Helianthus angustifolius,Narrow-Leaf Sunflower,Physical good,Helang,Helianthus angustifolius (Narrow-Leaf Sunflower),Shade (Part-Full),"Medium, Moist, ",Rich loam,5,7,4,6,Height: 5' - 7' ; Width: 4' -6',"Summer, Fall",Yellow,,,,,,,"Big (2-3'), numerous yellow flowerheads bloom in Fall and continue to frost, where seeds feed wildlife. Great cut flowers! Attracts butterflies and birds. Deer resistant.",,
Flower,Flower,Heliopsis helianthoides,False Oxeye Sunflower,Physical good,Helhel,Heliopsis helianthoides (False Oxeye Sunflower),Shade (Part-Full),"Dry, Medium, ",Clay,3,5,1,3,Height: 3' - 5' ; Width: 1' -3',Summer,Yellow,,,,,,C(30),This small sunflower relative provides pollinators with cheery yellow blooms in late summer. ,"Stefan.lefnaer, CC BY-SA 4.0 <https://creativecommons.org/licenses/by-sa/4.0>, via Wikimedia Commons",
Flower,Flower,Hepatica nobilis acuta,Sharp lobed hepatica,Physical good,Hepnobacu,Hepatica nobilis acuta (Sharp lobed hepatica),Shade (Part-Full),"Moist, ",,0.5,1,0.5,1,Height: 0.5' - 1' ; Width: 0.5' -1',Spring,White,,,,,,,"Pink, white or purple blossoms in early spring.  Fuzzy stems.  Leaves grow from ground level and appear after the flowers have bloomed. Evergreen until following spring.","Robert Flogaus-Faust, CC BY 4.0 <https://creativecommons.org/licenses/by/4.0>, via Wikimedia Commons",
Flower,Flower,Heuchera americana,American Alum Root,Physical good,Heuame,Heuchera americana (American Alum Root),Shade (Part-Full),"Medium, ",,1,3,1,1.5,Height: 1' - 3' ; Width: 1' -1.5',"Spring, Summer",White,,,,,,,"Small, mounding herbaceous perennial.  Known for their colorful leaves that can be green or variegated in shades of purple, bronze or cream. Bell shaped flowers emerge in the spring on leafless stalks above the foliage. ","Raul654, CC BY-SA 3.0 <http://creativecommons.org/licenses/by-sa/3.0/>, via Wikimedia Commons,  Salvor Gissurardottir, Public domain, via Wikimedia Commons,  Doug McGrady from Warwick, RI, USA, CC BY 2.0 <https://creativecommons.org/licenses/by/2.0>, via Wikimedia Commons,",
Flower,Flower,Heuchera villosa,Hairy Alumroot,Physical good,Heuvil,Heuchera villosa (Hairy Alumroot),Shade (Part-Full),"Medium, ",,1,3,1,2,Height: 1' - 3' ; Width: 1' -2',"Spring, Summer, Fall",White,,,,,,,"Hairy, three-lobed green leaves with a velvety texture and hairy, brown flowering stems. Late summer blooms of whitish flowers.","FD Richards https://www.flickr.com/photos/50697352@N00/21449831956
By Krzysztof Ziarnek, Kenraiz - Own work, CC BY-SA 4.0, https://commons.wikimedia.org/w/index.php?curid=53104610
By Krzysztof Ziarnek, Kenraiz - Own work, CC BY-SA 4.0, https://commons.wikimedia.org/w/index.php?curid=55531552",
Flower,Flower,Hexastylis arifolia,Little Brown Jug,Physical good,Hexari,Hexastylis arifolia (Little Brown Jug),Shade (Full),"Medium, ",Rich loam,2,6,1,2,Height: 2' - 6' ; Width: 1' -2',Spring,Burgundy,,,,,,,Clump forming. Evergreen perennial. When exposed to cold weather green leaves may turn a purple hue. Named after its brownish-red jug shaped flowers that bloom from March to June. Likes shade but does best in dappled shade.,"Photo by David J. Stang, CC BY-SA 4.0 , via Wikimedia Commons, sonnia hill, CC BY 2.0 <https://creativecommons.org/licenses/by/2.0>, via Wikimedia Commons",
Flower,Flower,Hibiscus laevis,Halberdleaf Rose-mallow,Physical good,Hiblae,Hibiscus laevis (Halberdleaf Rose-mallow),Sun (Full),"Moist, Standing Water,",,3,7,2,4,Height: 3' - 7' ; Width: 2' -4',Summer,White,,,,VA most or all,can find,C(60),"Large 4-6"" diameter white flowers emerge in July. Attracts butterflies","Eric Hunt, CC BY-SA 4.0 <https://creativecommons.org/licenses/by-sa/4.0>, via Wikimedia Commons",
Flower,Flower,Hibiscus moscheutos,Swamp Rose Mallow,Physical good,Hibmos,Hibiscus moscheutos (Swamp Rose Mallow),Sun (Full),"Moist, Standing Water,",,3,7,2,4,Height: 3' - 7' ; Width: 2' -4',Summer,White,,,,VA most or all,can find,C(60),"Large 4-6"" diameter white flowers emerge from July to December. Attracts butterflies",,
Flower,Flower,Hypercium hypercoides,St Andrew's Cross,Physical good,Hyphyp,Hypercium hypercoides (St Andrew's Cross),Shade (Part-Full),"Medium, ",Sandy,1,3,3,3,Height: 1' - 3' ; Width: 3' -3',Summer,Yellow,,,,,,,"This perennial sub-shrub likes acidic soils. Bright, yellow, four-petaled flowers form a cross and bloom in summer. Drought Tolerant",Peter Friedman,
Flower,Flower,Impatiens capensis,Jewelweed,Physical good,Impcap,Impatiens capensis (Jewelweed),Shade (Part-Full),"Moist, Standing Water,",,2,5,1,3,Height: 2' - 5' ; Width: 1' -3',Summer,Orange,,,,VA most or all,y,"F,L,M,?",These annuals can spread well through self seeding. Bright orange flowers attract hummingbirds and butterflies when they bloom through the summer. Great for boggy areas and rain gardens.,"Fritzflohrreynolds, CC BY-SA 3.0 , via Wikimedia Commons,  sonnia hill, CC BY 2.0 <https://creativecommons.org/licenses/by/2.0>, via Wikimedia Commons",
Flower,Flower,Iris cristata,Dwarf Crested Iris,Physical good,Iricri,Iris cristata (Dwarf Crested Iris),Sun (Part-Full),"Medium, ",,0.5,0.75,0.5,1,Height: 0.5' - 0.75' ; Width: 0.5' -1',Spring,,,,,,,"L,M","Low growing, rapidly spreading perennial. Blooms in spring. Produce pale blue lilac flowers with three parallel golden crested ridges on sepals. Narrow sword-shaped yellowish-green leaves and short stalks.","Ryan Somma, CC BY 2.0 , via Wikimedia Commons
Drew Avery, CC BY 2.0 , via Wikimedia Commons",
Flower,Flower,Iris versicolor,Blue Flag,Physical good,Iriver,Iris versicolor (Blue Flag),Sun (Part-Full),"Moist, Standing Water,",,2,3,2,2.5,Height: 2' - 3' ; Width: 2' -2.5',"Spring, Summer",Blue,,,,,,"C(120),M","Native iris with charismatic, purple flowers.","No machine-readable author provided. Dlanglois assumed (based on copyright claims)., CC BY-SA 3.0 <http://creativecommons.org/licenses/by-sa/3.0/>, via Wikimedia Commons",
Flower,Flower,Kosteletzkya virginica,Virginia Saltmarsh Mallow,Physical good,Kosvir,Kosteletzkya virginica (Virginia Saltmarsh Mallow),Sun (Full),"Moist, Standing Water,",,3,4,2,3,Height: 3' - 4' ; Width: 2' -3',"Summer, Fall",Pink,,,,,,,Small pink flowers in summer attract butterflies. This plant does well around water edges and in well-irrigated soil.,"peganum from Henfield, England, CC BY-SA 2.0 <https://creativecommons.org/licenses/by-sa/2.0>, via Wikimedia Commons",
Flower,Flower,Liatris scariosa,Eastern Blazing Star,Physical good,Liasca,Liatris scariosa (Eastern Blazing Star),Sun (Full),"Dry, Medium, ",Sandy,2,4,1,2,Height: 2' - 4' ; Width: 1' -2',"Summer, Fall",Purple,,,,,,,Tall perennial that likes moist soils. Spikes of deep purple flower clusters bloom in late summer and attract birds and butterflies to feed. Clay and Drought Tolerant.,,
Flower,Flower,Liatris scariosa var. nieuwlandii,Northern Blazing Star,Physical good,LiascV,Liatris scariosa var. nieuwlandii (Northern Blazing Star),Sun (Full),"Dry, Medium, ",,2,5,1,2,Height: 2' - 5' ; Width: 1' -2',Summer,Purple,,,,,,C(60),"Purple, 1"" flowers grow in columned bunches attract bees and butterflies in late summer. Loves sandy, rocky soils.","Andrew C, CC BY 2.0 <https://creativecommons.org/licenses/by/2.0>, via Wikimedia Commons; 
Ephramac, CC BY-SA 4.0 <https://creativecommons.org/licenses/by-sa/4.0>, via Wikimedia Commons; 
Krzysztof Ziarnek, Kenraiz, CC BY-SA 4.0 <https://creativecommons.org/licenses/by-sa/4.0>, via Wikimedia Commons",
Flower,Flower,Liatris spicata,Blazing Star,Physical good,Liaspi,Liatris spicata (Blazing Star),Sun (Full),"Dry, Medium, ",Clay,2,4,1.5,1.5,Height: 2' - 4' ; Width: 1.5' -1.5',Summer,Purple,,,,Coastal Plain,,C(60),Tall perennial that likes moist soils. Spikes of deep purple flower clusters bloom in late summer and attract birds and butterflies to feed. Clay and Drought Tolerant.,,
Flower,Flower,Lilium superbum,Turk's Cap Lily,Physical good,Lilsup,Lilium superbum (Turk's Cap Lily),Shade (Full),"Moist, ",,4,7,0.5,1,Height: 4' - 7' ; Width: 0.5' -1',Summer,Orange,,,,,have seed,,"This tall lily is noted for the spectacular, orange flowers that bloom in mid-summer, attracting butterflies.","By Uleli - Own work, CC BY-SA 3.0, https://commons.wikimedia.org/w/index.php?curid=15859116
By Plantlady - Own work, CC BY-SA 3.0, https://commons.wikimedia.org/w/index.php?curid=27510605",
Flower,Flower,Lobelia cardinalis,Cardinal Flower,Physical good,Lobcar,Lobelia cardinalis (Cardinal Flower),Sun (Part-Full),"Medium, Moist, ",,1,4,1,2,Height: 1' - 4' ; Width: 1' -2',Summer,Red,,,,,y,"C(60),D","This native, red flower is a favorite of hummingbirds and makes an excellent cut flower as well!","Barnes, Dr. Thomas G., Public domain, via Wikimedia Commons",
Flower,Flower,Lobelia inflata,Indian Tobacco,Physical good,Lobinf,Lobelia inflata (Indian Tobacco),Sun (Part-Full),"Medium, Moist, ",,1,2,1,2,Height: 1' - 2' ; Width: 1' -2',"Summer, Fall",Blue,,,,,,"C(60),D","Not a true tobacco. Hairy stem with pointed leaves with white-purple flowers that attract small bees. Toxic to mammals, so deer resistant. An annual, but reseeds itself",H. Zell [CC BY-SA (https://creativecommons.org/licenses/by-sa/3.0)],
Flower,Flower,Lobelia siphilitica,Blue Lobelia,Physical good,Lobsip,Lobelia siphilitica (Blue Lobelia),Shade (Part-Full),"Moist, ",Sandy,1,5,1,1.5,Height: 1' - 5' ; Width: 1' -1.5',"Summer, Fall",Blue,,,,,can find,"C(60),D","This showy blue flower creates late summer blooms that attract birds, butterflies, and is of special value to bumblebees.","Cephas, CC BY-SA 4.0 <https://creativecommons.org/licenses/by-sa/4.0>, via Wikimedia Commons",
Flower,Flower,Lobelia spicata,Pale Spiked Lobelia,Physical good,Lobspi,Lobelia spicata (Pale Spiked Lobelia),Sun (Full),"Medium, ",Sandy,1,3,1,2,Height: 1' - 3' ; Width: 1' -2',"Spring, Summer",Purple,,,,,,"C(60),D",Erect annual that readily reseeds. The flower is a spike-like cluster of small pale purplish-blue to bluish-white flowers. Capsule like fruits emerge in late fall. Ideal for a meadow planting.,"Joshua Mayer from Madison, WI, USA, CC BY-SA 2.0 <https://creativecommons.org/licenses/by-sa/2.0>, via Wikimedia Commons",
Flower,Flower,Ludwigia alternifolia,Seedbox,Physical good,Ludalt,Ludwigia alternifolia (Seedbox),Shade (Part-Full),"Moist, Standing Water,",,2,3,1,2,Height: 2' - 3' ; Width: 1' -2',"Spring, Summer",Yellow,,,,,can find,C(60),"This yellow-flowering native blooms in summer, and loves marshes and wet meadows. Distinct square, seedpods give this plant its name.","By Fritzflohrreynolds - Own work, CC BY-SA 3.0, https://commons.wikimedia.org/w/index.php?curid=31404456
Anita Gould https://www.flickr.com/photos/anitagould/135945901/in/faves-carol_simmons/",
Flower,Flower,Lupinus perennis,Wild Lupine,Physical good,Lupper,Lupinus perennis (Wild Lupine),Sun (Part-Full),"Dry, Medium, ",,1,2,0.5,1,Height: 1' - 2' ; Width: 0.5' -1',"Spring, Summer",Purple,,,,,,"C(10),H,I",Pea-like blue and purple flowers. Important food source for the caterpillar of several species of threatened butterflies.,"By cassi saari - Own work, CC BY-SA 4.0, https://commons.wikimedia.org/w/index.php?curid=72995600By Steven Katovich, USDA Forest Service, Bugwood.org http://www.forestryimages.org/browse/subthumb.cfm?sub=5961#?sub=5961&aut=1552, CC, DouglasGoldman, CC BY-SA 4.0 <https://creativecommons.org/licenses/by-sa/4.0>, via Wikimedia Commons
By 3.0, https://commons.wikimedia.org/w/index.php?curid=42011671By Richard Carter, Valdosta State University, Bugwood.org - http://www.forestryimages.org/browse/subthumb.cfm?sub=5961#?sub=5961&aut=11916, CC BY 3.0, https://commons.wikimedia.org/w/index.php?curid=42011984",
Flower,Flower,Melanthium virginicum,Bunchflower,Physical good,Melvir,Melanthium virginicum (Bunchflower),Sun (Part-Full),"Medium, Moist, ",,2,5,1,2,Height: 2' - 5' ; Width: 1' -2',Summer,White,,,,,,"C(60),M","Blooms large clusters of fragrant flowers in summer. Flowers bloom white to cream in color but over time they turn green, then maroon, and finally black.  Wonderful fall interest for a garden or prairie! ","Lee Casebere. USDA NRCS. 1995. Northeast wetland flora: Field office guide to plant species. Northeast National Technical Center, Chester. Courtesy of USDA NRCS Wetland Science Institute., Public domain, via Wikimedia Commons,   Uleli, CC BY-SA 3.0 <https://creativecommons.org/licenses/by-sa/3.0>, via Wikimedia Commons",
Flower,Flower,Mertensia virginica,Virginia Bluebell,Physical good,Mervir,Mertensia virginica (Virginia Bluebell),Shade (Full),"Medium, Moist, ",,1,2,1,1.5,Height: 1' - 2' ; Width: 1' -1.5',Spring,Blue,,,,,,"C(60),M","Early spring flower that is a treasure of Virginia! Short blooming, but grows into colonies that blanked the forest floor","Jarek Tuszy?ski, CC BY-SA 4.0 <https://creativecommons.org/licenses/by-sa/4.0>, via Wikimedia Commons;,  Cbaile19, CC0, via Wikimedia Commons
Khan ""Sadh"" N. Mostafa, CC BY 2.0 <https://creativecommons.org/licenses/by/2.0>, via Wikimedia Commons; Cbaile19, CC0, via Wikimedia Commons",
Flower,Flower,Mimulus ringens,Monkey Flower,Physical good,Mimrin,Mimulus ringens (Monkey Flower),Sun (Part-Full),"Moist, Standing Water,",,1,3,1,1,Height: 1' - 3' ; Width: 1' -1',Summer,Purple,,,,VA most or all,y,"C(60),D","This plant does well in wet soils and swampy areas. 1"" purple flowers appear in pairs resemble the face of a smiling monkey and bloomin summer. Deer tolerant.","Ksd5, CC0, via Wikimedia Commons",
Flower,Flower,Mitchella repens,Partridge Berry,Physical good,Mitrep,Mitchella repens (Partridge Berry),Shade (Full),"Medium, ",,0.1,0.25,1,1,Height: 0.1' - 0.25' ; Width: 1' -1',Summer,White,,,,,have,,This native ground cover will naturalize an area through root notes. Small white flowers lead to bright red berries that ripen in summer and can persist through winter. Tolerates dry soil and heavy shade.,"Krzysztof Ziarnek, Kenraiz, CC BY-SA 4.0 <https://creativecommons.org/licenses/by-sa/4.0>, via Wikimedia Commons; Jomegat, CC BY-SA 3.0 <https://creativecommons.org/licenses/by-sa/3.0>, via Wikimedia Commons; jillllybean, CC BY-SA 2.0 <https://creativecommons.org/licenses/by-sa/2.0>, via Wikimedia Commons",
Flower,Flower,Monarda didyma,Scarlet Beebalm,Physical good,Mondid,Monarda didyma (Scarlet Beebalm),Sun (Full),"Medium, ",,2,4,2,3,Height: 2' - 4' ; Width: 2' -3',"Summer, Fall",Red,,,,,,,"Fragrant leaves are still used to make teas and salads. Tubular, two-lipped bright red flowers grow in clusters atop long stems and bloom in mid to late summer. Attracts bees, hummingbirds, butterflies. Deer and clay tolerant.","H. Zell [CC BY-SA (https://creativecommons.org/licenses/by-sa/3.0)], Alex Abair, CC BY 4.0 <https://creativecommons.org/licenses/by/4.0>, via Wikimedia Commons",
Flower,Flower,Monarda fistulosa,Wild Bergamot,Physical good,Monfis,Monarda fistulosa (Wild Bergamot),Sun (Full),"Dry, Medium, ",,2,4,2,3,Height: 2' - 4' ; Width: 2' -3',Summer,Purple,,,,"Valley & Ridge, Blue Ridge, Nova, Piedmont",can find,A,"This mint-family plant has light-purple flowers that blossom in late summer, which attract bees, hummingbirds, and butterflies. Tolerates some drought and clay soils. Deer Resistant.","By Hardyplants - Own work, CC BY-SA 4.0, https://commons.wikimedia.org/w/index.php?curid=95018400
By gailhampshire from Cradley, Malvern, U.K - Monarda fistulosa ?, CC BY 2.0, https://commons.wikimedia.org/w/index.php?curid=49985316 ,  Krzysztof Ziarnek, Kenraiz, CC BY-SA 4.0 <https://creativecommons.org/licenses/by-sa/4.0>, via Wikimedia Commons",
Flower,Flower,Monarda punctata,Spotted Beebalm,Physical good,Monpun,Monarda punctata (Spotted Beebalm),Sun (Part-Full),"Medium, ",Sandy,1,2,1,1,Height: 1' - 2' ; Width: 1' -1',Summer,Purple,,,,,,"A,D","Yellow flowers spotted with purple in mid summer. The aromatic, oblong leaves may be used in teas. Long summer bloom period. Attracts butterflies. Drought Tolerant. ","Amber M. King, CC BY 4.0 <https://creativecommons.org/licenses/by/4.0>, via Wikimedia Commons",
Flower,Flower,Oenothera biennis,Evening Primrose,Physical good,Oenbie,Oenothera biennis (Evening Primrose),Sun (Part-Full),"Dry, Medium, ",,3,5,2,3,Height: 3' - 5' ; Width: 2' -3',Summer,Yellow,,,,,,"A,D,G",Bright yellow flowers open at dusk and close again in the morning when hit by sun.  Highly drought tolerant. Fruits are capsules.  Die after fruiting but seeds sprout the following year.   ,"Christian Ferrer, CC BY-SA 4.0 <https://creativecommons.org/licenses/by-sa/4.0>, via Wikimedia Commons,  Cbaile19, CC0, via Wikimedia Commons, Pmau, CC BY-SA 4.0 <https://creativecommons.org/licenses/by-sa/4.0>, via Wikimedia Commons",
Flower,Flower,Oligoneuron rigidum,Stiff leaved Goldenrod,Physical good,Olirig,Oligoneuron rigidum (Stiff leaved Goldenrod),Sun (Full),"Dry, Medium, ",,3,5,1.5,2.5,Height: 3' - 5' ; Width: 1.5' -2.5',"Summer, Fall",Yellow,,,,,,C(60),"Blooms tiny, bright yellow flowers on dense flat-topped terminal clusters from late summer to early fall.  Individual flowers are larger than those of other native goldenrods.  Hairy broad-leaved stems. ","Daniel McClosky, CC BY-SA 4.0 <https://creativecommons.org/licenses/by-sa/4.0>, via Wikimedia Commons,  Cephas, CC BY-SA 4.0 <https://creativecommons.org/licenses/by-sa/4.0>, via Wikimedia Commons",
Flower,Flower,Opuntia humifusa,Virginian Prickly Pear,Physical good,Opuhum,Opuntia humifusa (Virginian Prickly Pear),Sun (Full),"Dry, Medium, ",Sandy,0.5,2,3,3,Height: 0.5' - 2' ; Width: 3' -3',Summer,Yellow,,,,,y,A,"This plant is the only cactus of the easter US! Bright, stunning, yellow flowers bloom in early summer on this cactus, giving way to edible fruits. Grows in clumps up to 3' across.","msscacti, CC BY 2.0 <https://creativecommons.org/licenses/by/2.0>, via Wikimedia Commons; 
© Hans Hillewaert; 
Agnieszka Kwiecie?, Nova, CC BY-SA 4.0 <https://creativecommons.org/licenses/by-sa/4.0>, via Wikimedia Commons, Ted Bodner, Southern Weed Science Society, United States, CC BY 3.0 US <https://creativecommons.org/licenses/by/3.0/us/deed.en>, via Wikimedia Commons",
Flower,Flower,Osmorhiza claytonii,Sweet Cicely,Physical good,Osmcly,Osmorhiza claytonii (Sweet Cicely),Shade (Full),"Medium, ",,1,2,1,2,Height: 1' -  2' ; Width: 1' - 2',"Spring, Summer",White,,,,,,C(60),Perennial wildflower with hairy dark green fernlike leaves and small white flowers.  Attracts butterflies.  Great planting for a woodland garden.,"Jennifer Anderson. United States, IA, Scott Co., Davenport. 2001., Public domain, via Wikimedia Commons,  Cbaile19, CC0, via Wikimedia Commons",
Flower,Flower,Packera aurea,Golden Ragwort,Physical good,Pacaur,Packera aurea (Golden Ragwort),Shade (Part-Full),"Dry, Moist, ",,1,2,1,2,Height: 1' - 2' ; Width: 1' -2',"Spring, Summer",Yellow,,,,,y,C(60),"This striking, shade loving ground cover spreads quickly by self-seeding and adds a long spring bloom of bright, yellow daisy-like flowers.",,
